"","Is.Non.Annual.","FRP.Active","CRM.Segment","School.Type","MDR.Low.Grade","MDR.High.Grade","Total.School.Enrollment","School.Sponsor","SPR.New.Existing","DepartureMonth","SingleGradeTripFlag","FPP.to.School.enrollment","SchoolSizeIndicator","Retained.in.2012.","NPS.2011","NPS.2008"
"708","0",24,"5","PUBLIC",8,8,1027,"0","EXISTING","April","1",787,"L","1",10,10
"709","0",7,"5","PUBLIC",8,8,625,"0","EXISTING","April","1",696,"M-L","1",10,8
"710","0",33,"5","PUBLIC",8,8,834,"0","EXISTING","April","1",1288,"L","1",9.86,10
"711","0",24,"5","PUBLIC",8,8,1042,"0","EXISTING","April","1",927,"L","1",9.74,10
"712","0",7,"5","PUBLIC",8,8,950,"0","EXISTING","April","1",353,"L","0",9.93,10
"713","0",31,"5","PUBLIC",8,8,1021,"0","EXISTING","April","1",1172,"L","1",9.44,10
"716","0",30,"5","PUBLIC",8,8,1027,"0","EXISTING","April","1",937,"L","1",10,10
"717","0",21,"5","PUBLIC",9,8,650,"0","EXISTING","April","1",1163,"M-L","1",9,9
"718","0",19,"5","PUBLIC",8,8,453,"1","EXISTING","April","1",1488,"S-M","1",9,9
"719","0",20,"4","PUBLIC",12,5,553,"1","EXISTING","April","1",1211,"S-M","1",9.72,9.56
"720","1",21,"10","PUBLIC",8,8,305,"0","EXISTING","April","0",1563,"S","0",10,9.7
"721","0",0,"10","Private non-Christian",13,9,380,"0","EXISTING","April","1",1580,"S-M","1",10,8.85
"722","0",18,"5","PUBLIC",8,8,683,"0","EXISTING","April","1",1109,"M-L","0",8.78,7
"723","0",18,"10","PUBLIC",7,8,950,"0","NEW","April","1",1071,"L","1",3,8.5
"724","1",23,"8","PUBLIC",11,12,1625,"0","NEW","April","0",491,"L","1",7.83,7.985
"725","1",9,"7","PUBLIC",8,8,520,"0","EXISTING","April","0",633,"S-M","0",10,9.39
"726","0",18,"5","PUBLIC",8,8,2200,"0","EXISTING","April","1",280,"L","1",9,5
"727","0",6,"10","PUBLIC",8,12,167,"0","NEW","April","0",1791,"S","0",8.35333333333333,8.36
"728","0",26,"5","PUBLIC",8,8,900,"0","EXISTING","April","1",1128,"L","1",10,10
"729","0",25,"5","Catholic",9,12,784,"0","EXISTING","April","1",1015,"M-L","1",9.83,10
"730","1",9,"4","CHD",13,8,340,"0","NEW","April","0",1116,"S-M","0",8.69,8.29
"731","0",10,"6","PUBLIC",8,8,800,"0","EXISTING","April","1",620,"M-L","1",9.16,10
"732","0",8,"6","PUBLIC",8,8,535,"0","NEW","April","0",577,"S-M","0",8,9
"733","0",29,"10","PUBLIC",8,8,348,"0","EXISTING","April","1",1696,"S-M","1",9,8
"734","0",6,"5","PUBLIC",8,8,580,"0","EXISTING","April","0",327,"M-L","1",10,9
"735","0",12,"5","PUBLIC",9,8,663,"0","EXISTING","April","1",838,"M-L","0",10,9
"736","0",9,"4","CHD",12,6,197,"1","EXISTING","April","1",1683,"S","1",9.44,10
"737","0",21,"10","PUBLIC",10,9,830,"0","NEW","April","1",904,"L","0",9,8.34
"738","0",14,"10","PUBLIC",9,8,751,"0","NEW","April","1",871,"M-L","1",10,9.6
"739","0",9,"10","PUBLIC",12,8,500,"0","EXISTING","April","1",807,"S-M","1",10,8.97
"740","0",1,"8","PUBLIC",11,12,2850,"0","NEW","April","0",54,"L","0",8,7.79
"741","1",19,"5","PUBLIC",8,8,649,"0","EXISTING","April","0",1230,"M-L","0",9,9.34
"742","0",1,"8","Catholic",11,12,664,"0","NEW","April","0",320,"M-L","0",9,8.65
"744","0",21,"10","PUBLIC",8,8,986,"0","EXISTING","April","0",678,"L","1",9.48,9
"745","0",13,"5","PUBLIC",8,8,1038,"0","EXISTING","April","1",664,"L","1",10,9
"746","1",8,"5","PUBLIC",12,8,342,"0","EXISTING","April","0",1248,"S-M","0",10,9.77
"747","0",24,"10","PUBLIC",8,8,1700,"0","EXISTING","April","1",537,"L","1",9.5,9
"748","0",5,"4","PUBLIC",12,5,592,"0","EXISTING","April","1",367,"M-L","1",9.7,10
"749","0",4,"5","PUBLIC",12,8,250,"0","EXISTING","April","1",651,"S","0",9,9.17
"750","0",4,"5","PUBLIC",8,8,340,"0","NEW","April","1",497,"S-M","1",9,8
"751","0",6,"5","PUBLIC",9,8,980,"0","EXISTING","April","0",156,"L","1",8,7
"754","1",4,"6","PUBLIC",8,8,550,"0","EXISTING","April","0",126,"S-M","0",10,10
"755","1",31,"6","PUBLIC",9,12,3990,"0","EXISTING","April","0",186,"L","1",10,9
"756","0",6,"10","Private non-Christian",12,12,175,"0","NEW","April","0",1051,"S","0",8.23,8.34
"757","0",21,"5","PUBLIC",8,8,852,"0","EXISTING","April","1",1137,"L","1",9.15,9
"758","0",16,"4","PUBLIC",12,5,460,"0","EXISTING","April","1",1035,"S-M","1",9,10
"760","1",4,"10","PUBLIC",9,8,884,"0","NEW","April","0",437,"L","0",7,8.15
"761","0",13,"10","Private non-Christian",13,8,235,"0","NEW","April","0",1217,"S","1",10,9.84
"762","0",23,"10","PUBLIC",8,8,808,"0","EXISTING","April","0",929,"M-L","1",10,9
"764","0",9,"5","PUBLIC",12,8,960,"0","EXISTING","April","1",460,"L","1",9.7,9
"765","0",3,"7","CHD",1,8.43,532.4,"0","NEW","April","0",509.96,"","0",10,9.06
"766","0",43,"5","PUBLIC",8,8,1119,"0","EXISTING","April","1",1226,"L","1",10,10
"767","0",9,"5","PUBLIC",9,8,750,"0","EXISTING","April","0",313,"M-L","0",8,8
"768","1",10,"7","PUBLIC",8,8,2050,"0","EXISTING","April","0",100,"L","0",9.49,9.06
"769","0",12,"5","Catholic",12,8,574,"0","EXISTING","April","1",751,"S-M","1",10,10
"771","0",4,"5","PUBLIC",8,8,541,"0","NEW","April","0",129,"S-M","1",8,8.5
"772","1",18,"4","PUBLIC",12,5,720,"0","NEW","April","1",1077,"M-L","0",9.21,10
"773","0",9,"11","Private non-Christian",12,12,180,"1","EXISTING","April","0",1476,"S","0",9.51,9.31
"774","1",10,"1","Catholic",13,8,158,"0","EXISTING","April","0",1817,"S","0",10,8
"775","0",5,"10","PUBLIC",9,8,574,"0","NEW","April","0",331,"S-M","0",9.85,9.51
"777","0",10,"10","PUBLIC",8,8,960,"0","NEW","April","0",479,"L","1",10,9.08
"778","0",55,"5","Catholic",13,8,720,"0","EXISTING","April","1",1505,"M-L","1",10,10
"779","0",8,"5","PUBLIC",8,8,985,"0","EXISTING","April","1",310,"L","1",9.88,9.79
"780","0",33,"5","PUBLIC",8,8,1141,"0","EXISTING","April","1",938,"L","1",8,10
"781","0",7,"8","PUBLIC",11,12,440,"0","EXISTING","April","1",496,"S-M","0",8,9.23
"782","1",20,"6","PUBLIC",8,8,827,"0","NEW","April","0",718,"L","0",9,8.64
"783","0",17,"10","PUBLIC",12,8,133,"0","NEW","April","0",1809,"S","0",10,9.65
"784","0",23,"10","PUBLIC",12,8,445,"1","EXISTING","April","1",1373,"S-M","1",10,9.36
"785","0",13,"5","PUBLIC",8,8,850,"0","EXISTING","April","1",766,"L","1",9.98,9.59
"786","1",14,"6","PUBLIC",8,8,525,"0","EXISTING","April","0",996,"S-M","1",9.64,9
"787","0",5,"10","PUBLIC",8,8,961,"0","EXISTING","April","0",283,"L","1",10,8
"789","0",1,"10","Private non-Christian",8,12,105,"0","EXISTING","April","0",1614,"S","0",9,9.13
"790","0",7,"5","PUBLIC",8,8,927,"0","EXISTING","April","1",334,"L","1",10,10
"791","0",11,"1","PUBLIC",8,8,603.85,"0","EXISTING","April","1",822.67,"","1",8,8.35
"792","1",15,"10","PUBLIC",8,8,245,"0","NEW","April","1",1837,"S","0",9,9.35
"793","0",9,"6","PUBLIC",8,8,699,"0","EXISTING","April","0",454,"M-L","1",7,8.22
"795","0",3,"5","PUBLIC",8,8,707,"0","EXISTING","April","1",338,"M-L","1",9.84,9.65
"796","0",15,"5","PUBLIC",8,8,1250,"0","EXISTING","April","0",445,"L","0",9.05,9.29
"797","0",5,"10","CHD",13,8,100,"0","NEW","April","0",1273,"S","0",9,8.54
"799","0",13,"5","PUBLIC",13,8,700,"0","NEW","April","1",548,"M-L","1",10,8.97
"800","0",12,"5","PUBLIC",8,7,445,"0","NEW","April","1",1150,"S-M","1",10,9
"801","0",10,"5","PUBLIC",8,8,360,"0","NEW","April","1",896,"S-M","1",10,7
"802","0",7,"5","PUBLIC",8,8,700,"0","NEW","April","1",300,"M-L","1",7,8.06
"803","1",8,"1","Private non-Christian",10,12,60,"0","EXISTING","April","0",1766,"S","0",8.8,9.14
"805","1",18,"10","PUBLIC",12,8,539,"1","EXISTING","April","1",1182,"S-M","0",8,10
"807","0",5,"7","CHD",13,12,160,"0","NEW","April","0",1200,"S","0",8,8.17
"808","1",1,"10","PUBLIC",9,12,283,"0","EXISTING","April","0",1353,"S","0",10,9.67
"811","0",6,"5","CHD",13,8,327,"1","EXISTING","April","1",1556,"S","1",9.71,9
"812","0",6,"5","CHD",13,8,327,"1","EXISTING","April","1",1556,"S","1",9.74,9
"813","0",14,"5","PUBLIC",8,8,600,"0","EXISTING","April","1",721,"M-L","0",10,10
"814","0",18,"5","Private non-Christian",12,8,220,"1","EXISTING","April","1",1889,"S","1",9.3,9.32
"815","0",11,"2","PUBLIC",7,8,200,"0","NEW","April","0",1762,"S","0",10,9.35
"816","0",7,"5","CHD",12,8,630.97,"0","EXISTING","April","0",639.75,"","0",9.75,10
"818","1",5,"10","PUBLIC",12,8,870,"0","EXISTING","April","0",189,"L","0",9,9.31
"819","0",4,"5","PUBLIC",10,12,1125,"0","EXISTING","April","1",204,"L","0",10,9.42
"820","0",15,"10","PUBLIC",8,12,1003,"0","EXISTING","April","1",632,"L","1",10,9.29
"822","1",2,"5","PUBLIC",8,8,984,"0","NEW","April","0",66,"L","0",9,9
"823","0",17,"5","PUBLIC",8,8,650,"0","EXISTING","April","0",1066,"M-L","1",9,8
"824","0",7,"5","PUBLIC",8,8,492,"0","EXISTING","April","1",538,"S-M","0",9.95,9.68
"825","1",7,"5","PUBLIC",12,8,710,"0","NEW","April","0",375,"M-L","0",10,9.18
"826","0",31,"5","PUBLIC",12,8,769,"0","NEW","April","0",1133,"M-L","1",10,9
"827","0",4,"10","Catholic",12,8,168,"0","NEW","April","0",1297,"S","0",7.82,8.15
"828","0",27,"10","Catholic",9,8,318,"0","EXISTING","April","1",1724,"S","1",10,9.82
"830","1",9,"10","PUBLIC",8,12,422,"0","EXISTING","April","0",842,"S-M","0",9.71,9.56
"831","1",33,"10","PUBLIC",7,8,250,"0","EXISTING","April","0",1864,"S","0",8.64,8.71
"832","0",2,"4","PUBLIC",13,5,895,"0","NEW","April","1",215,"L","0",9.52,9.14
"833","1",7,"11","CHD",13,8,100,"1","NEW","April","0",1577,"S","0",9,8.055
"836","0",28,"5","PUBLIC",8,8,787,"0","EXISTING","April","1",1242,"M-L","1",10,9.87
"839","0",0,"7","CHD",1,8.02,564.07,"1","NEW","April","0",940.64,"","0",9.71,9.24
"840","0",18,"5","Catholic",12,8,313,"0","EXISTING","April","1",1567,"S","0",9.94,10
"841","0",34,"4","PUBLIC",12,5,647,"0","NEW","April","1",1331,"M-L","1",8.46,8.67
"842","0",14,"7","PUBLIC",8,8,900,"0","NEW","April","0",508,"L","0",8,8.22
"843","1",34,"8","Catholic",11,12,530,"0","EXISTING","April","0",1420,"S-M","0",10,9.37
"844","0",21,"5","CHD",12,8,616.88,"0","EXISTING","April","1",1131.91,"","1",10,10
"845","1",20,"5","PUBLIC",12,8,500,"0","NEW","April","0",1395,"S-M","0",9,9.26
"846","0",13,"5","PUBLIC",8,8,1100,"0","EXISTING","April","1",583,"L","1",9.44,10
"847","1",16,"10","Catholic",12,8,225,"0","EXISTING","April","0",1691,"S","0",10,9.59
"848","0",5,"4","PUBLIC",12,8,165,"0","NEW","April","0",1715,"S","0",9.34,9
"849","0",51,"1","PUBLIC",13,8,182,"0","NEW","April","0",1892,"S","0",10,9.04
"850","0",24,"5","Catholic",12,8,620,"0","EXISTING","April","1",1123,"M-L","1",10,8
"851","1",18,"10","CHD",13,8,168,"0","NEW","April","0",1836,"S","0",9,10
"852","1",9,"5","PUBLIC",13,8,577.72,"0","EXISTING","April","1",856.416666666667,"","0",9.82,10
"853","0",27,"5","Catholic",12,8,325,"0","EXISTING","April","1",1627,"S","1",10,10
"854","1",16,"5","PUBLIC",8,8,621,"0","NEW","April","0",1012,"M-L","0",9,8.82
"855","0",26,"5","PUBLIC",9,8,777,"0","EXISTING","April","1",1076,"M-L","1",9,9
"856","0",20,"5","PUBLIC",12,8,1200,"0","NEW","April","1",559,"L","0",10,10
"857","0",30,"5","Catholic",13,8,461,"0","NEW","April","0",1684,"S-M","1",6,7.79
"858","0",25,"5","CHD",9,8,699.81,"0","EXISTING","April","1",1075.04,"","1",10,10
"860","1",36,"5","Catholic",12,8,521,"0","EXISTING","April","0",1560,"S-M","0",10,9.67
"861","0",37,"10","PUBLIC",9,8,800,"0","EXISTING","April","1",1243,"M-L","1",9.55,10
"862","1",9,"10","CHD",13,8,182,"0","EXISTING","April","1",1344,"S","0",10,9.39
"863","0",2,"10","PUBLIC",7,8,227,"0","EXISTING","April","1",624,"S","1",10,10
"864","0",8,"9","CHD",1,8.18,588.22,"0","NEW","April","0",750.9,"","0",10,9.1
"865","0",14,"5","PUBLIC",9,8,750,"0","EXISTING","April","1",892,"M-L","1",9,10
"866","0",9,"5","PUBLIC",8,8,330,"0","EXISTING","April","0",1271,"S","0",8,10
"868","0",56,"1","PUBLIC",9,12,2000,"0","NEW","April","1",1060,"L","1",8,8.365
"869","0",11,"5","CHD",9,12,700,"0","EXISTING","April","1",918,"M-L","1",10,9.61
"870","0",50,"10","PUBLIC",9,9,1500,"0","EXISTING","April","1",1072,"L","1",10,7
"872","0",4,"10","Catholic",13,8,164,"0","NEW","April","0",1177,"S","0",10,8.92
"873","0",2,"5","Catholic",12,8,282,"0","NEW","April","1",513,"S","1",8.18,8.33
"874","0",15,"10","Catholic",12,8,172,"0","NEW","April","1",1670,"S","1",10,9.57
"875","0",27,"5","Catholic",13,8,350,"0","EXISTING","April","1",1521,"S-M","1",10,9.745
"877","0",24,"5","PUBLIC",8,8,841,"0","EXISTING","April","1",801,"L","1",8,7
"880","1",12,"1","CHD",13,8,57,"0","NEW","April","1",1847,"S","0",8,8
"881","0",6,"5","Catholic",13,8,434,"0","NEW","April","1",1267,"S-M","1",10,9.06
"883","0",9,"5","Catholic",12,8,290,"0","EXISTING","April","1",1056,"S","0",7,8.52
"884","0",2,"4","PUBLIC",12,3,750,"0","EXISTING","April","0",313,"M-L","1",9.35,9.29
"885","0",22,"5","Catholic",13,8,590,"0","EXISTING","April","1",1024,"M-L","0",9,10
"886","0",25,"10","PUBLIC",8,8,532,"0","EXISTING","April","0",1389,"S-M","1",9,9.54
"888","0",57,"7","CHD",1,7.98,708.18,"0","EXISTING","April","1",1445.92,"","1",9.02,8.44
"889","0",1,"5","Catholic",12,8,262,"0","NEW","April","0",1032,"S","0",7.89,8.15
"890","1",13,"10","CHD",13,12,720,"0","EXISTING","April","0",502,"M-L","1",10,9.3
"892","0",26,"5","PUBLIC",8,8,1400,"0","EXISTING","April","1",639,"L","1",10,10
"893","0",15,"5","PUBLIC",9,8,598,"0","EXISTING","April","1",852,"M-L","1",10,10
"894","0",19,"5","PUBLIC",8,8,1000,"0","EXISTING","April","1",828,"L","1",10,10
"895","0",7,"5","Catholic",12,8,290,"1","EXISTING","April","1",1415,"S","1",10,10
"897","0",11,"5","Catholic",12,8,285,"0","EXISTING","April","1",1208,"S","1",9,9.13
"898","1",13,"5","CHD",13,8,465,"1","EXISTING","April","0",1144,"S-M","1",10,10
"900","0",33,"5","CHD",13,12,1100,"1","EXISTING","April","1",1324,"L","1",9.62,10
"901","0",8,"5","PUBLIC",12,8,829,"0","EXISTING","April","1",521,"L","1",10,10
"902","0",3,"5","CHD",13,12,700,"0","NEW","April","1",639,"M-L","1",10,9.08
"903","0",0,"7","CHD",1,7.98,570.3,"0","NEW","April","0",1059.33,"","0",8,7.44
"904","0",15,"10","Catholic",13,8,250,"0","EXISTING","April","0",1562,"S","1",10,8
"905","0",22,"3","Private non-Christian",12,12,19,"1","EXISTING","April","0",1909,"S","1",10,10
"907","1",0,"10","Private non-Christian",13,8,180,"0","EXISTING","April","0",1583,"S","0",9.84,9.5
"908","0",2,"1","PUBLIC",8,8,673,"0","EXISTING","April","1",51,"M-L","1",10,8
"909","0",124,"5","PUBLIC",8,8,620,"1","EXISTING","April","1",1890,"M-L","1",8.68,9
"910","0",4,"2","Private non-Christian",13,8,309,"0","EXISTING","April","1",901,"S","0",8,9.15
"911","0",44,"5","PUBLIC",8,8,476,"0","EXISTING","April","1",1701,"S-M","0",10,8
"912","0",22,"4","PUBLIC",13,6,932,"0","EXISTING","April","1",822,"L","1",10,10
"914","0",4,"4","PUBLIC",12,5,450,"0","EXISTING","April","1",486,"S-M","1",10,10
"915","0",7,"4","Catholic",13,5,108,"0","NEW","April","1",1697,"S","1",9.16,8.78
"916","0",2,"9","Private non-Christian",13,8,105,"0","NEW","April","1",1335,"S","1",10,9.52
"917","0",15,"10","PUBLIC",8,8,926,"0","NEW","April","0",545,"L","0",10,9.54
"918","0",43,"10","PUBLIC",8,8,561,"0","EXISTING","April","1",1637,"S-M","1",10,9
"920","0",4,"2","PUBLIC",8,8,398,"0","EXISTING","April","0",363,"S-M","1",10,9.25
"922","0",16,"5","Catholic",12,8,518,"0","EXISTING","April","1",875,"S-M","1",10,10
"923","0",2,"5","PUBLIC",12,8,796,"0","NEW","April","0",214,"M-L","1",10,9.13
"924","1",7,"5","PUBLIC",12,8,1030,"1","EXISTING","April","0",140,"L","1",10,10
"925","0",2,"5","Catholic",12,8,188,"0","NEW","April","0",1083,"S","0",10,9.44
"926","0",8,"5","Catholic",12,8,300,"0","NEW","April","0",1315,"S","0",9,9.14
"927","0",4,"10","PUBLIC",9,8,792,"0","NEW","April","0",180,"M-L","0",10,8.81
"928","0",2,"8","PUBLIC",11,12,875,"0","NEW","April","0",148,"L","0",9,9.38
"929","0",36,"10","PUBLIC",8,8,812,"0","EXISTING","April","1",1426,"L","1",9.8,9.87
"930","0",4,"5","PUBLIC",7,8,450,"0","NEW","April","0",249,"S-M","1",10,9.04
"931","1",24,"5","PUBLIC",7,12,360,"0","EXISTING","April","0",1691,"S-M","0",9.68,9.79
"932","0",4,"10","Catholic",13,8,183,"0","EXISTING","April","1",1025,"S","1",10,9.73
"933","0",32,"10","PUBLIC",8,8,370,"0","NEW","April","0",1544,"S-M","1",10,9.81
"934","0",20,"5","PUBLIC",9,8,712,"0","NEW","April","1",1058,"M-L","0",8.47333333333333,8
"936","0",19,"4","PUBLIC",12,6,630,"1","EXISTING","April","1",1132,"M-L","0",9,9.37
"938","0",38,"5","PUBLIC",8,8,1300,"0","EXISTING","April","1",872,"L","1",10,10
"939","0",21,"5","Private non-Christian",13,12,1100,"0","EXISTING","April","0",564,"L","1",10,10
"940","0",0,"4","CHD",13,6,180,"1","EXISTING","April","1",1505,"S","1",10,9
"941","0",1,"5","CHD",13,8,400,"0","EXISTING","April","1",735,"S-M","1",9.72,9.62
"942","0",0,"10","CHD",12,12,930,"0","EXISTING","April","1",1245,"L","1",9.51,10
"943","0",18,"10","PUBLIC",8,12,375,"0","NEW","April","0",1185,"S-M","0",9,8.515
"944","0",35,"10","PUBLIC",13,8,536,"0","NEW","April","0",1778,"S-M","0",10,9.36
"945","0",24,"10","PUBLIC",8,8,664,"0","EXISTING","April","1",1008,"M-L","1",10,10
"949","0",14,"4","Private non-Christian",2,8,450,"1","EXISTING","April","1",1603,"S-M","1",9.71,10
"950","0",30,"10","PUBLIC",9,12,703,"0","EXISTING","April","1",1320,"M-L","1",9.88,9.86
"951","0",28,"10","PUBLIC",8,8,580,"0","EXISTING","April","1",1333,"M-L","1",9,8
"952","0",11,"10","PUBLIC",8,8,742,"0","EXISTING","April","0",761,"M-L","1",9,9
"953","0",12,"4","PUBLIC",12,4,633,"0","EXISTING","April","0",753,"M-L","1",10,10
"954","0",43,"5","PUBLIC",9,8,921,"0","EXISTING","April","1",1258,"L","1",9,9.39
"955","0",4,"7","CHD",1,7.97,527.6,"0","NEW","April","0",605.11,"","0",9,8.28
"956","0",39,"10","Catholic",7,8,263,"0","EXISTING","April","0",1793,"S","1",9,8.38
"957","0",68,"5","PUBLIC",8,8,710,"0","EXISTING","April","1",1848,"M-L","1",9,10
"958","0",23,"5","Catholic",12,8,487,"1","EXISTING","April","1",1519,"S-M","1",10,9.32
"959","0",13,"1","Catholic",12,8,50,"0","EXISTING","April","1",1899,"S","1",10,9.12
"960","0",0,"5","Private non-Christian",13,12,1000,"1","EXISTING","April","1",1241,"L","1",9.11,9
"961","0",25,"4","PUBLIC",12,5,609,"1","EXISTING","April","1",1555,"M-L","1",10,9.64
"962","0",33,"4","PUBLIC",12,6,1250,"1","EXISTING","April","1",975,"L","0",9.71,10
"963","0",15,"10","PUBLIC",8,8,750,"0","EXISTING","April","0",699,"M-L","1",10,9.57
"964","1",39,"10","PUBLIC",12,12,560,"0","NEW","April","0",1394,"S-M","0",8,9
"965","0",0,"10","PUBLIC",13,12,400,"0","NEW","April","0",1882,"S-M","0",8.25,8.18
"966","0",30,"4","Catholic",13,6,575,"0","EXISTING","April","1",1600,"S-M","1",9.63,10
"967","0",18,"7","PUBLIC",8,8,790,"0","EXISTING","April","0",924,"M-L","0",10,10
"968","0",53,"10","PUBLIC",9,9,1500,"0","EXISTING","April","1",1134,"L","1",10,10
"969","0",16,"5","Catholic",13,8,417,"0","EXISTING","April","1",1198,"S-M","1",10,10
"970","0",3,"6","PUBLIC",8,8,673,"0","EXISTING","April","1",88,"M-L","1",9,9.12
"971","0",26,"5","PUBLIC",8,8,835,"0","EXISTING","April","1",1135,"L","1",9.87,10
"973","0",23,"10","Catholic",12,8,215,"0","EXISTING","April","1",1815,"S","1",10,10
"975","0",26,"5","Private non-Christian",13,8,350,"0","EXISTING","April","1",1546,"S-M","1",10,9
"976","0",30,"5","CHD",9,12,336,"1","EXISTING","April","0",1861,"S","0",9.33,9.11
"977","1",4,"10","CHD",13,8,190,"0","EXISTING","April","0",994,"S","0",9.62,9
"978","1",7,"4","PUBLIC",12,6,325,"0","EXISTING","April","0",1105,"S","0",9.74,10
"979","0",2,"10","PUBLIC",5,8,600,"0","NEW","April","1",1633,"M-L","1",10,9.14
"980","0",45,"10","PUBLIC",9,8,1000,"1","EXISTING","May","1",1266,"L","1",10,10
"981","0",26,"4","Private non-Christian",13,6,280,"0","EXISTING","May","1",1760,"S","1",10,10
"983","0",0,"5","Private non-Christian",12,8,380,"0","EXISTING","May","1",1601,"S-M","1",10,9
"984","0",31,"4","PUBLIC",12,5,450,"0","EXISTING","May","0",1603,"S-M","1",10,10
"985","1",10,"1","CHD",13,8,98,"0","NEW","May","0",1789,"S","0",8,8
"986","0",0,"10","PUBLIC",5,8,600,"0","NEW","May","1",656,"M-L","1",10,9.6
"987","0",37,"10","PUBLIC",8,8,900,"0","EXISTING","May","1",1035,"L","1",10,9.48
"988","0",13,"5","Catholic",13,8,302,"0","EXISTING","May","1",1309,"S","1",9.18,8.75
"989","0",30,"5","CHD",13,8,500,"1","EXISTING","May","1",1698,"S-M","1",9,8
"990","0",2,"10","CHD",13,8,203,"1","EXISTING","May","1",354,"S","1",9.66,9.25
"992","0",40,"8","CHD",11,12,602,"1","EXISTING","May","1",1539,"M-L","1",9,10
"993","0",42,"10","Catholic",13,8,852,"1","EXISTING","May","1",1515,"L","0",7,9
"994","0",21,"10","PUBLIC",8,8,370,"0","EXISTING","May","1",1646,"S-M","1",9,10
"995","1",19,"10","PUBLIC",8,8,885,"0","EXISTING","May","0",1124,"L","0",10,9.38
"996","0",33,"10","CHD",13,8,392,"0","EXISTING","May","1",1501,"S-M","1",8,9.44
"998","0",74,"10","CHD",13,12,1179,"1","EXISTING","May","1",1510,"L","1",9.14,9
"999","0",31,"10","PUBLIC",12,8,677.9,"0","EXISTING","May","1",1121.455,"","0",9.82,10
"1000","0",12,"6","PUBLIC",8,8,654,"0","EXISTING","May","1",849,"M-L","1",9.83,9.44
"1001","0",49,"4","CHD",12,5,652.84,"1","EXISTING","May","1",1412.11,"","1",9,5
"1002","0",19,"10","PUBLIC",12,8,693,"0","EXISTING","May","1",1098,"M-L","1",10,9.93
"1003","1",15,"7","PUBLIC",1,7.95,672.01,"0","EXISTING","May","1",1000.478,"","1",9,6
"1004","0",0,"2","CHD",13,12,985,"0","EXISTING","May","1",1314,"L","1",8,8.92
"1005","1",25,"4","PUBLIC",12,6,314,"0","EXISTING","May","0",1833,"S","0",10,9.26
"1006","0",11,"10","CHD",13,8,192,"0","EXISTING","May","1",1310,"S","1",10,10
"1008","1",22,"5","CHD",12,8,412,"1","EXISTING","May","0",1387,"S-M","0",10,9.55
"1009","0",23,"5","CHD",13,8,341,"0","EXISTING","May","1",1484,"S-M","1",10,8
"1011","0",139,"10","PUBLIC",8,8,1200,"0","EXISTING","May","1",1745,"L","1",8.93,10
"1012","0",11,"5","PUBLIC",12,8,651.1,"0","EXISTING","May","1",1220.14,"","1",10,9
"1013","0",20,"10","PUBLIC",8,8,510,"0","NEW","May","0",889,"S-M","0",8.77,8.54
"1014","0",6,"1","PUBLIC",8,8,638,"0","EXISTING","May","1",1056,"M-L","0",10,10
"1015","0",101,"10","PUBLIC",8,8,899,"0","EXISTING","May","1",1752,"L","1",5,9
"1016","0",25,"5","CHD",12,8,566,"0","EXISTING","May","1",1435,"S-M","1",10,9
"1017","0",8,"5","CHD",13,8,234,"1","EXISTING","May","1",1221,"S","1",10,9.37
"1018","0",35,"1","PUBLIC",13,8,654,"0","NEW","May","0",1263,"M-L","1",9,9.26
"1019","0",4,"10","PUBLIC",9,8,760,"0","EXISTING","May","1",146,"M-L","1",10,8
"1020","0",12,"2","Private non-Christian",13,8,353,"0","EXISTING","May","1",1450,"S-M","1",9,9
"1021","0",160,"5","PUBLIC",8,8,726,"0","EXISTING","May","1",1885,"M-L","1",10,8
"1023","0",68,"10","CHD",13,8,689.38,"1","EXISTING","May","1",1592.87,"","1",10,9
"1024","0",30,"4","PUBLIC",12,5,450,"0","EXISTING","May","1",1454,"S-M","1",10,10
"1025","0",4,"4","PUBLIC",12,5,611,"0","NEW","May","0",159,"M-L","0",9.2,8.55
"1026","0",44,"10","PUBLIC",8,8,700,"0","EXISTING","May","1",1390,"M-L","1",10,10
"1027","0",41,"10","Private non-Christian",12,12,532,"0","EXISTING","May","0",1597,"S-M","1",10,9
"1028","1",16,"10","Catholic",13,8,170,"0","EXISTING","May","0",1841,"S","0",8,8.95
"1030","0",17,"5","CHD",13,12,1100,"0","EXISTING","May","1",776,"L","1",10,9.52
"1031","1",28,"10","PUBLIC",8,8,803,"0","EXISTING","May","1",1213,"M-L","1",10,9.64
"1033","0",16,"10","Private non-Christian",8,8,50,"0","EXISTING","May","1",1908,"S","1",8.83,9
"1034","0",12,"5","PUBLIC",12,8,207,"0","EXISTING","May","1",1621,"S","1",10,9.43
"1035","0",15,"4","Private non-Christian",12,6,105,"1","EXISTING","May","1",1856,"S","1",10,9.54
"1037","1",9,"4","CHD",13,6,198,"1","EXISTING","May","0",1795,"S","0",10,9.49
"1038","0",13,"10","PUBLIC",8,8,730,"0","EXISTING","May","1",1042,"M-L","1",10,10
"1039","0",12,"10","PUBLIC",8,8,941,"0","EXISTING","May","1",580,"L","1",10,10
"1040","0",14,"10","Catholic",13,8,245,"1","EXISTING","May","1",1407,"S","1",9.32,8.88
"1041","0",23,"10","PUBLIC",8,8,538,"0","EXISTING","May","1",1364,"S-M","1",9,9.41
